"exercise_db_id","name","gifUrl","bodyParts","equipments","targetMuscles","secondaryMuscles"
"sYCcnon","cable standing one arm triceps extension","https://static.exercisedb.dev/media/sYCcnon.gif","upper arms","cable","triceps","shoulders"
"SYJ4Bkt","barbell lying preacher curl","https://static.exercisedb.dev/media/SYJ4Bkt.gif","upper arms","barbell","biceps","forearms"
"syUwUKY","rotated dumbbell pronate-grip triceps extension","https://static.exercisedb.dev/media/syUwUKY.gif","upper arms","dumbbell","triceps","forearms"
"szIn2UK","negative crunch","https://static.exercisedb.dev/media/szIn2UK.gif","waist","body weight","abs","hip flexors"
"sZOR9EV","lever kneeling twist","https://static.exercisedb.dev/media/sZOR9EV.gif","waist","leverage machine","abs","obliques|lower back"
"SzX3uzM","barbell reverse grip bent over row","https://static.exercisedb.dev/media/SzX3uzM.gif","back","barbell","upper back","biceps|forearms"
"T0yTjgW","lever chest press","https://static.exercisedb.dev/media/T0yTjgW.gif","chest","leverage machine","pectorals","triceps|shoulders"
"T2fA5Ir","squat on bosu ball","https://static.exercisedb.dev/media/T2fA5Ir.gif","upper legs","bosu ball","quads","glutes|hamstrings|calves"
"T2mxWqc","chin-up","https://static.exercisedb.dev/media/T2mxWqc.gif","back","body weight","lats","biceps|forearms"
"t8iSghb","barbell lunge","https://static.exercisedb.dev/media/t8iSghb.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"T8UpLkb","mixed grip chin-up","https://static.exercisedb.dev/media/T8UpLkb.gif","back","body weight","lats","biceps|forearms"
"TBNaSNs","ez barbell decline close grip face press - mini variation","https://static.exercisedb.dev/media/TBNaSNs.gif","upper arms","ez barbell","triceps","chest|shoulders"
"tBWXbIT","cable incline fly","https://static.exercisedb.dev/media/tBWXbIT.gif","chest","cable","pectorals","deltoids|triceps"
"tc5dYrf","band standing rear delt row","https://static.exercisedb.dev/media/tc5dYrf.gif","shoulders","band","delts","trapezius|rhomboids|biceps"
"TDYiji6","jump squat v. 2","https://static.exercisedb.dev/media/TDYiji6.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"TFA88iB","band front raise","https://static.exercisedb.dev/media/TFA88iB.gif","shoulders","band","delts","triceps|upper back"
"tFGKm99","intermediate hip flexor and quad stretch","https://static.exercisedb.dev/media/tFGKm99.gif","upper legs","rope","quads","hamstrings|glutes"
"TFqbd8t","crunch floor","https://static.exercisedb.dev/media/TFqbd8t.gif","waist","body weight","abs","hip flexors"
"tFToB7l","reverse plank with leg lift","https://static.exercisedb.dev/media/tFToB7l.gif","waist","body weight","abs","glutes|hamstrings|shoulders"
"tgryw5Y","push-up (on stability ball)","https://static.exercisedb.dev/media/tgryw5Y.gif","chest","stability ball","pectorals","triceps|shoulders|core"
"ThKP69G","cable reverse grip triceps pushdown (sz-bar) (with arm blaster)","https://static.exercisedb.dev/media/ThKP69G.gif","upper arms","cable","triceps","forearms"
"TiaZTxx","dumbbell seated curl","https://static.exercisedb.dev/media/TiaZTxx.gif","upper arms","dumbbell","biceps","forearms"
"tig3PXb","bodyweight standing close-grip row","https://static.exercisedb.dev/media/tig3PXb.gif","back","body weight","upper back","biceps|forearms"
"tj41Nu6","sled 45в° leg wide press","https://static.exercisedb.dev/media/tj41Nu6.gif","upper legs","sled machine","glutes","quadriceps|hamstrings|calves"
"tJ5nYqo","ez-bar biceps curl (with arm blaster)","https://static.exercisedb.dev/media/tJ5nYqo.gif","upper arms","ez barbell","biceps","forearms"
"tnaj0mT","swing 360","https://static.exercisedb.dev/media/tnaj0mT.gif","cardio","body weight","cardiovascular system","shoulders|core"
"Tq6gbK6","cable straight back seated row","https://static.exercisedb.dev/media/Tq6gbK6.gif","back","cable","upper back","biceps|forearms|shoulders"
"trmte8s","band shrug","https://static.exercisedb.dev/media/trmte8s.gif","neck","band","traps","shoulders"
"trqKQv2","smith bench press","https://static.exercisedb.dev/media/trqKQv2.gif","chest","smith machine","pectorals","triceps|shoulders"
"tTuZSDT","lever one arm lateral wide pulldown","https://static.exercisedb.dev/media/tTuZSDT.gif","back","leverage machine","lats","biceps|rhomboids|rear deltoids"
"tuIZFDt","intermediate style kneeling plank tap shoulder (male)","https://static.exercisedb.dev/media/tuIZFDt.gif","waist","body weight","abs","shoulders|triceps"
"TUZLh71","band squat","https://static.exercisedb.dev/media/TUZLh71.gif","upper legs","band","glutes","quadriceps|hamstrings|calves"
"TV87DNB","inchworm v. 2","https://static.exercisedb.dev/media/TV87DNB.gif","waist","body weight","abs","shoulders|hamstrings"
"TVdivgY","dumbbell incline alternate press","https://static.exercisedb.dev/media/TVdivgY.gif","chest","dumbbell","pectorals","shoulders|triceps"
"TXtXc84","cable tuck reverse crunch","https://static.exercisedb.dev/media/TXtXc84.gif","waist","cable","abs","hip flexors"
"tZkGYZ9","band bicycle crunch","https://static.exercisedb.dev/media/tZkGYZ9.gif","waist","band","abs","hip flexors|obliques"
"tznL2Ad","kettlebell double jerk","https://static.exercisedb.dev/media/tznL2Ad.gif","shoulders","kettlebell","delts","triceps|core"
"u0cNiij","low glute bridge on floor","https://static.exercisedb.dev/media/u0cNiij.gif","upper legs","body weight","glutes","hamstrings|core"
"u0pLNgz","sled one leg calf press on leg press","https://static.exercisedb.dev/media/u0pLNgz.gif","lower legs","sled machine","calves","hamstrings|glutes"
"u1iHcoD","prone dumbbell upright shoulder external rotation","https://static.exercisedb.dev/media/u1iHcoD.gif","shoulders","dumbbell","delts","rotator cuff|trapezius"
"u27Kcdz","bench hip extension","https://static.exercisedb.dev/media/u27Kcdz.gif","upper legs","body weight","glutes","hamstrings"
"u2X71Np","cable front raise","https://static.exercisedb.dev/media/u2X71Np.gif","shoulders","cable","delts","triceps|forearms"
"U3ffHlY","cable rope lying on floor tricep extension","https://static.exercisedb.dev/media/U3ffHlY.gif","upper arms","cable","triceps","shoulders"
"u3UuCZu","intense kettlebell two arm row","https://static.exercisedb.dev/media/u3UuCZu.gif","back","kettlebell","upper back","biceps|forearms"
"u4bAmKp","band twisting overhead press","https://static.exercisedb.dev/media/u4bAmKp.gif","shoulders","band","delts","triceps|upper back"
"u5ESqzH","donkey calf raise","https://static.exercisedb.dev/media/u5ESqzH.gif","lower legs","body weight","calves","hamstrings|glutes"
"U5INZY6","cable one arm pulldown","https://static.exercisedb.dev/media/U5INZY6.gif","back","cable","lats","biceps|forearms"
"U6G2gk9","body-up","https://static.exercisedb.dev/media/U6G2gk9.gif","upper arms","body weight","triceps","chest|shoulders"
"U7D9Fx3","dumbbell incline two arm extension","https://static.exercisedb.dev/media/U7D9Fx3.gif","upper arms","dumbbell","triceps","shoulders"
"UDlhcO8","barbell upright row","https://static.exercisedb.dev/media/UDlhcO8.gif","shoulders","barbell","delts","traps|biceps"
"UDm6cGl","kettlebell seesaw press","https://static.exercisedb.dev/media/UDm6cGl.gif","shoulders","kettlebell","delts","triceps|core"
"UEjSrKI","cable seated twist","https://static.exercisedb.dev/media/UEjSrKI.gif","waist","cable","abs","obliques"
"ufaxB52","band close-grip push-up","https://static.exercisedb.dev/media/ufaxB52.gif","upper arms","band","triceps","chest|shoulders"
"UfePqpx","smith deadlift","https://static.exercisedb.dev/media/UfePqpx.gif","upper legs","smith machine","glutes","hamstrings|quadriceps|lower back"
"UFGF6gk","cable rope crossover seated row","https://static.exercisedb.dev/media/UFGF6gk.gif","back","cable","upper back","biceps|forearms"
"UgDm3oy","kneeling jump squat","https://static.exercisedb.dev/media/UgDm3oy.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"UGhRD1A","assisted lying leg raise with lateral throw down","https://static.exercisedb.dev/media/UGhRD1A.gif","waist","assisted","abs","hip flexors|obliques"
"UHJlbu3","kettlebell swing","https://static.exercisedb.dev/media/UHJlbu3.gif","upper legs","kettlebell","glutes","hamstrings|core"
"UI81amT","supine style band alternating v-up","https://static.exercisedb.dev/media/UI81amT.gif","waist","band","abs","hip flexors"
"UIbGx6H","dumbbell reverse bench press","https://static.exercisedb.dev/media/UIbGx6H.gif","chest","dumbbell","pectorals","triceps|shoulders"
"UilDHSs","dumbbell standing palms in press","https://static.exercisedb.dev/media/UilDHSs.gif","shoulders","dumbbell","delts","triceps|chest"
"uJmK7Z1","dumbbell seated neutral wrist curl","https://static.exercisedb.dev/media/uJmK7Z1.gif","upper arms","dumbbell","biceps","forearms"
"UKWTJWR","cable standing up straight crossovers","https://static.exercisedb.dev/media/UKWTJWR.gif","chest","cable","pectorals","deltoids|triceps"
"uKyN64F","barbell one leg squat","https://static.exercisedb.dev/media/uKyN64F.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"Ul5OFSV","resistance band leg extension declined","https://static.exercisedb.dev/media/Ul5OFSV.gif","upper legs","resistance band","quads","hamstrings"
"uL9CsKm","ankle circles","https://static.exercisedb.dev/media/uL9CsKm.gif","lower legs","body weight","calves","ankle stabilizers"
"UM8mgyG","kettlebell arnold press","https://static.exercisedb.dev/media/UM8mgyG.gif","shoulders","kettlebell","delts","triceps|upper back"
"Um8xUAc","barbell prone incline curl with intensive","https://static.exercisedb.dev/media/Um8xUAc.gif","upper arms","barbell","biceps","forearms"
"UmpPAAe","dumbbell standing kickback","https://static.exercisedb.dev/media/UmpPAAe.gif","upper arms","dumbbell","triceps","shoulders"
"UNAB8ak","band one arm overhead biceps curl","https://static.exercisedb.dev/media/UNAB8ak.gif","upper arms","band","biceps","forearms|shoulders"
"UOphC6N","cable side bend smooth","https://static.exercisedb.dev/media/UOphC6N.gif","waist","cable","abs","obliques"
"uOV3Itw","triceps stretch","https://static.exercisedb.dev/media/uOV3Itw.gif","upper arms","body weight","triceps","shoulders"
"UoX77uR","dumbbell seated one leg calf raise - hammer grip deep","https://static.exercisedb.dev/media/UoX77uR.gif","lower legs","dumbbell","calves","hamstrings|glutes"
"UpAlold","rear decline bridge","https://static.exercisedb.dev/media/UpAlold.gif","upper legs","body weight","glutes","hamstrings|lower back"
"UpWmA5E","l-sit on floor","https://static.exercisedb.dev/media/UpWmA5E.gif","waist","body weight","abs","hip flexors"
"UQr48Oi","pull-in (on stability ball)","https://static.exercisedb.dev/media/UQr48Oi.gif","waist","stability ball","abs","hip flexors"
"uSkDMYl","dumbbell bicep curl with stork stance","https://static.exercisedb.dev/media/uSkDMYl.gif","upper arms","dumbbell","biceps","forearms"
"uTBt1HV","scapular pull-up","https://static.exercisedb.dev/media/uTBt1HV.gif","back","body weight","traps","biceps|rhomboids|rear deltoids"
"UtmIqcI","side wrist pull stretch","https://static.exercisedb.dev/media/UtmIqcI.gif","lower arms","body weight","forearms","wrists|hands"
"Uto7l43","chest and front of shoulder stretch","https://static.exercisedb.dev/media/Uto7l43.gif","chest","body weight","pectorals","deltoids"
"uTv34oq","bodyweight standing row (with towel)","https://static.exercisedb.dev/media/uTv34oq.gif","back","body weight","upper back","biceps|shoulders"
"UVL20oz","otis up","https://static.exercisedb.dev/media/UVL20oz.gif","waist","weighted","abs","hip flexors|lower back"
"UVo2Qs2","flutter kicks","https://static.exercisedb.dev/media/UVo2Qs2.gif","upper legs","body weight","glutes","hip flexors|lower abs"
"uWpxD4v","arm slingers hanging bent knee legs","https://static.exercisedb.dev/media/uWpxD4v.gif","waist","body weight","abs","shoulders|back"
"uX3sUBz","inverted row v. 2","https://static.exercisedb.dev/media/uX3sUBz.gif","back","body weight","upper back","biceps|forearms"
"uxJcFUU","cable lying triceps extension v. 2","https://static.exercisedb.dev/media/uxJcFUU.gif","upper arms","cable","triceps","shoulders"
"UXpKJoq","lever lying two-one leg curl","https://static.exercisedb.dev/media/UXpKJoq.gif","upper legs","leverage machine","hamstrings","glutes"
"Uywa4S5","dumbbell lunge with firm","https://static.exercisedb.dev/media/Uywa4S5.gif","upper legs","dumbbell","glutes","quadriceps|hamstrings|calves"
"UzkLrem","dumbbell rear lateral raise (support head)","https://static.exercisedb.dev/media/UzkLrem.gif","shoulders","dumbbell","delts","traps|rhomboids"
"uZKq7lo","forward jump","https://static.exercisedb.dev/media/uZKq7lo.gif","upper legs","body weight","quads","calves|hamstrings|glutes"
"V07qpXy","lever alternate leg press","https://static.exercisedb.dev/media/V07qpXy.gif","upper legs","leverage machine","quads","hamstrings|glutes"
"v1qBec9","dumbbell rear lateral raise","https://static.exercisedb.dev/media/v1qBec9.gif","shoulders","dumbbell","delts","traps|rhomboids"
"v2DfH14","bodyweight standing close-grip one arm row","https://static.exercisedb.dev/media/v2DfH14.gif","back","body weight","upper back","biceps|forearms"
"v3vLFW0","close-grip push-up (on knees)","https://static.exercisedb.dev/media/v3vLFW0.gif","upper arms","body weight","triceps","chest|shoulders"
"v3xmPAR","lever seated fly","https://static.exercisedb.dev/media/v3xmPAR.gif","chest","leverage machine","pectorals","deltoids|trapezius"
"V4ryaZa","ez barbell close-grip curl","https://static.exercisedb.dev/media/V4ryaZa.gif","upper arms","ez barbell","biceps","forearms"
"v6EKk0O","half knee bends (male) with blunt","https://static.exercisedb.dev/media/v6EKk0O.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|glutes"
"v7p5bYl","kick out sit","https://static.exercisedb.dev/media/v7p5bYl.gif","upper legs","body weight","hamstrings","quadriceps|glutes"
"V7rWsT5","lever military press with strength","https://static.exercisedb.dev/media/V7rWsT5.gif","shoulders","leverage machine","delts","triceps|upper chest"
"VaP75jl","barbell rear lunge","https://static.exercisedb.dev/media/VaP75jl.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"vAwm6rK","cable press on exercise ball","https://static.exercisedb.dev/media/vAwm6rK.gif","chest","cable","pectorals","shoulders|triceps"
"VBAWRPG","weighted front plank","https://static.exercisedb.dev/media/VBAWRPG.gif","waist","weighted","abs","shoulders|lower back"
"vBNyir7","ez barbell reverse grip preacher curl","https://static.exercisedb.dev/media/vBNyir7.gif","upper arms","ez barbell","biceps","forearms"
"VdLZ3nB","dumbbell one arm reverse spider curl","https://static.exercisedb.dev/media/VdLZ3nB.gif","upper arms","dumbbell","biceps","forearms"
"VEcJRo2","hanging leg hip raise","https://static.exercisedb.dev/media/VEcJRo2.gif","waist","body weight","abs","hip flexors|lower back"
"VedGSby","assisted prone hamstring","https://static.exercisedb.dev/media/VedGSby.gif","upper legs","assisted","hamstrings","glutes|lower back"
"veXwo0D","cable floor seated wide-grip row","https://static.exercisedb.dev/media/veXwo0D.gif","back","cable","upper back","biceps|forearms"
"Vh0GsK4","cable incline bench press","https://static.exercisedb.dev/media/Vh0GsK4.gif","chest","cable","pectorals","deltoids|triceps"
"VhX2JdE","cable standing back wrist curl","https://static.exercisedb.dev/media/VhX2JdE.gif","lower arms","cable","forearms","biceps|brachialis"
"vi8EhoE","dumbbell around pullover","https://static.exercisedb.dev/media/vi8EhoE.gif","chest","dumbbell","pectorals","triceps|latissimus dorsi"
"vIICElP","band lying hip internal rotation","https://static.exercisedb.dev/media/vIICElP.gif","upper legs","band","glutes","hamstrings|quadriceps"
"VjYliFZ","cable reverse-grip pushdown","https://static.exercisedb.dev/media/VjYliFZ.gif","upper arms","cable","triceps","forearms"
"vKilzz3","dumbbell standing inner biceps curl v. 2","https://static.exercisedb.dev/media/vKilzz3.gif","upper arms","dumbbell","biceps","forearms"
"VLYXo8S","weighted round arm","https://static.exercisedb.dev/media/VLYXo8S.gif","shoulders","weighted","delts","triceps|upper back"
"vM5YS2g","reverse hyper extension (on stability ball)","https://static.exercisedb.dev/media/vM5YS2g.gif","upper legs","stability ball","glutes","hamstrings|lower back"
"vmwLyCg","dumbbell w-press","https://static.exercisedb.dev/media/vmwLyCg.gif","shoulders","dumbbell","delts","triceps|chest"
"vN5HB0s","blunt cable standing crunch","https://static.exercisedb.dev/media/vN5HB0s.gif","waist","cable","abs","obliques"
"VnfUNW7","close grip chin-up","https://static.exercisedb.dev/media/VnfUNW7.gif","back","body weight","lats","biceps|forearms"
"vNPJbDA","cable rope incline tricep extension - reverse variation","https://static.exercisedb.dev/media/vNPJbDA.gif","upper arms","cable","triceps","shoulders"
"VO2qeJg","side plank hip adduction","https://static.exercisedb.dev/media/VO2qeJg.gif","upper legs","body weight","adductors","obliques|glutes"
"vobtVkm","calf push stretch with hands against wall elite","https://static.exercisedb.dev/media/vobtVkm.gif","lower legs","body weight","calves","hamstrings"
"vocve3e","gentle style dumbbell one leg fly on exercise ball","https://static.exercisedb.dev/media/vocve3e.gif","chest","dumbbell","pectorals","shoulders|triceps"
"vpleANJ","inclined style pelvic tilt into bridge","https://static.exercisedb.dev/media/vpleANJ.gif","upper legs","body weight","glutes","hamstrings|core"
"vpp9Ku2","cable seated one arm alternate row","https://static.exercisedb.dev/media/vpp9Ku2.gif","back","cable","upper back","biceps|forearms"
"VPPtusI","inverted row bent knees","https://static.exercisedb.dev/media/VPPtusI.gif","back","body weight","upper back","biceps|forearms"
"vpQaQkH","ski ergometer","https://static.exercisedb.dev/media/vpQaQkH.gif","upper arms","skierg machine","triceps","shoulders|forearms"
"vptOQ4N","deep push up","https://static.exercisedb.dev/media/vptOQ4N.gif","chest","dumbbell","pectorals","triceps|shoulders"
"VQ3sNCn","dumbbell seated one arm kickback","https://static.exercisedb.dev/media/VQ3sNCn.gif","upper arms","dumbbell","triceps","shoulders"
"vqsbmL0","lever shoulder press v. 2","https://static.exercisedb.dev/media/vqsbmL0.gif","shoulders","leverage machine","delts","triceps|chest"
"vR1vold","barbell full zercher squat","https://static.exercisedb.dev/media/vR1vold.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"VRBGPHB","single smith shoulder press","https://static.exercisedb.dev/media/VRBGPHB.gif","shoulders","smith machine","delts","triceps|upper back"
"vrhHa6D","assisted parallel close grip pull-up","https://static.exercisedb.dev/media/vrhHa6D.gif","back","leverage machine","lats","biceps|forearms"
"vsMcDi9","barbell standing concentration curl","https://static.exercisedb.dev/media/vsMcDi9.gif","upper arms","barbell","biceps","forearms"
"VsopqcV","macro style close-grip push-up","https://static.exercisedb.dev/media/VsopqcV.gif","upper arms","body weight","triceps","chest|shoulders"
"vsVoPHt","lever decline chest press","https://static.exercisedb.dev/media/vsVoPHt.gif","chest","leverage machine","pectorals","triceps|shoulders"
"VtTbiP3","band pull through","https://static.exercisedb.dev/media/VtTbiP3.gif","upper legs","band","glutes","hamstrings|lower back"
"vtusOWT","barbell one arm floor press","https://static.exercisedb.dev/media/vtusOWT.gif","upper arms","barbell","triceps","chest|shoulders"
"VuoerH0","triceps dip (bench leg)","https://static.exercisedb.dev/media/VuoerH0.gif","upper arms","body weight","triceps","chest|shoulders"
"vUTfFHw","band wrist curl","https://static.exercisedb.dev/media/vUTfFHw.gif","lower arms","band","forearms","biceps|triceps"
"vvNjDJS","cable two arm tricep kickback","https://static.exercisedb.dev/media/vvNjDJS.gif","upper arms","cable","triceps","shoulders"
"Vvwjz6N","glute-ham raise","https://static.exercisedb.dev/media/Vvwjz6N.gif","upper legs","body weight","hamstrings","glutes|lower back"
"VW88JNd","dumbbell seated one leg calf raise - palm up","https://static.exercisedb.dev/media/VW88JNd.gif","lower legs","dumbbell","calves","hamstrings|glutes"
"VX5YKR5","assisted lying leg raise with throw down","https://static.exercisedb.dev/media/VX5YKR5.gif","waist","assisted","abs","hip flexors|quadriceps"
"vYk8lqw","dumbbell incline rear lateral raise","https://static.exercisedb.dev/media/vYk8lqw.gif","shoulders","dumbbell","delts","traps|rhomboids"
"VYmYxK5","dumbbell one arm hammer press on exercise ball","https://static.exercisedb.dev/media/VYmYxK5.gif","upper arms","dumbbell","triceps","shoulders|chest"
"vzAxBtt","kettlebell one arm clean and jerk","https://static.exercisedb.dev/media/vzAxBtt.gif","shoulders","kettlebell","delts","triceps|core"
"w1NOByi","band squat row","https://static.exercisedb.dev/media/w1NOByi.gif","upper legs","band","glutes","hamstrings|quadriceps|back"
"W1p7BND","chest stretch with exercise ball partial","https://static.exercisedb.dev/media/W1p7BND.gif","chest","stability ball","pectorals","shoulders|triceps"
"w2oRpuH","lever alternating narrow grip seated row","https://static.exercisedb.dev/media/w2oRpuH.gif","back","leverage machine","upper back","biceps|forearms"
"W31mMjd","barbell side split squat","https://static.exercisedb.dev/media/W31mMjd.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"w44vFvP","smith one arm row linear","https://static.exercisedb.dev/media/w44vFvP.gif","back","smith machine","upper back","biceps|forearms"
"w4dLzSx","cable one arm decline chest fly","https://static.exercisedb.dev/media/w4dLzSx.gif","chest","cable","pectorals","shoulders|triceps"
"W6PxUkg","dumbbell kickback","https://static.exercisedb.dev/media/W6PxUkg.gif","upper arms","dumbbell","triceps","shoulders"
"w7obpWd","active style cable pushdown","https://static.exercisedb.dev/media/w7obpWd.gif","upper arms","cable","triceps","forearms"
"W7yh3Yo","wall style dumbbell one arm french press on exercise ball","https://static.exercisedb.dev/media/W7yh3Yo.gif","upper arms","dumbbell","triceps","shoulders"
"W8KAlkI","push-up medicine ball","https://static.exercisedb.dev/media/W8KAlkI.gif","chest","medicine ball","pectorals","triceps|shoulders|core"
"W9pFVv1","barbell bench squat","https://static.exercisedb.dev/media/W9pFVv1.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"WbNq5Xu","lever standing chest press","https://static.exercisedb.dev/media/WbNq5Xu.gif","chest","leverage machine","pectorals","shoulders|triceps"
"wbUYILZ","elbow lift - reverse push-up","https://static.exercisedb.dev/media/wbUYILZ.gif","back","body weight","upper back","triceps|shoulders"
"WCAvOfC","side-to-side toe touch (male)","https://static.exercisedb.dev/media/WCAvOfC.gif","waist","body weight","abs","obliques|hip flexors"
"WcHl7ru","smith close-grip bench press","https://static.exercisedb.dev/media/WcHl7ru.gif","upper arms","smith machine","triceps","chest|shoulders"
"wd4ds3s","bodyweight standing row","https://static.exercisedb.dev/media/wd4ds3s.gif","back","body weight","upper back","biceps|shoulders"
"wDN97Ca","machine inner chest press","https://static.exercisedb.dev/media/wDN97Ca.gif","chest","leverage machine","pectorals","triceps|shoulders"
"wdRZISl","barbell standing close grip military press","https://static.exercisedb.dev/media/wdRZISl.gif","shoulders","barbell","delts","triceps|upper back"
"wDUqY2u","cable overhead curl","https://static.exercisedb.dev/media/wDUqY2u.gif","upper arms","cable","biceps","forearms|shoulders"
"weoDEpH","captains chair straight leg raise","https://static.exercisedb.dev/media/weoDEpH.gif","waist","body weight","abs","hip flexors"
"wEulIzp","cable one arm lateral raise","https://static.exercisedb.dev/media/wEulIzp.gif","shoulders","cable","delts","traps|triceps"
"wf24o8S","kettlebell two arm row","https://static.exercisedb.dev/media/wf24o8S.gif","back","kettlebell","upper back","biceps|forearms"
"wfotm7S","bodyweight drop jump squat","https://static.exercisedb.dev/media/wfotm7S.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"WFucoe6","hanging straight twisting leg hip raise with compound","https://static.exercisedb.dev/media/WFucoe6.gif","waist","body weight","abs","obliques|hip flexors"
"Wgaz7pm","lever seated crunch","https://static.exercisedb.dev/media/Wgaz7pm.gif","waist","leverage machine","abs","obliques"
"Wgbn9qo","triceps dip (between benches)","https://static.exercisedb.dev/media/Wgbn9qo.gif","upper arms","body weight","triceps","chest|shoulders"
"WgJnBH5","dumbbell seated biceps curl (on stability ball)","https://static.exercisedb.dev/media/WgJnBH5.gif","upper arms","dumbbell","biceps","forearms"
"WhuFnR7","lying leg raise flat bench","https://static.exercisedb.dev/media/WhuFnR7.gif","waist","body weight","abs","hip flexors"
"wi2H9QX","smith wide grip decline bench press","https://static.exercisedb.dev/media/wi2H9QX.gif","chest","smith machine","pectorals","triceps|shoulders"
"wigSg76","clap push up","https://static.exercisedb.dev/media/wigSg76.gif","chest","body weight","pectorals","triceps|shoulders"
"wkgnGfb","dumbbell incline hammer press on exercise ball","https://static.exercisedb.dev/media/wkgnGfb.gif","upper arms","dumbbell","triceps","chest|shoulders"
"WKMQzCD","kettlebell lunge pass through","https://static.exercisedb.dev/media/WKMQzCD.gif","upper legs","kettlebell","glutes","quadriceps|hamstrings|calves"
"WL4EmxJ","side bridge hip abduction","https://static.exercisedb.dev/media/WL4EmxJ.gif","upper legs","body weight","abductors","glutes|obliques"
"WLvTAv5","barbell prone incline curl","https://static.exercisedb.dev/media/WLvTAv5.gif","upper arms","barbell","biceps","forearms"
"WM6TvvW","cable low seated row controlled","https://static.exercisedb.dev/media/WM6TvvW.gif","back","cable","upper back","biceps|forearms"
"WME869U","exercise ball back extension with knees off ground","https://static.exercisedb.dev/media/WME869U.gif","back","stability ball","spine","glutes|hamstrings"
"wnEscH8","barbell press sit-up","https://static.exercisedb.dev/media/wnEscH8.gif","waist","barbell","abs","shoulders|chest"
"wOLmCXc","dumbbell tricep kickback with stork stance","https://static.exercisedb.dev/media/wOLmCXc.gif","upper arms","dumbbell","triceps","shoulders"
"woLo1QN","incline push-up (on box) - active variation","https://static.exercisedb.dev/media/woLo1QN.gif","chest","body weight","pectorals","triceps|shoulders"
"wpbD28t","side push-up","https://static.exercisedb.dev/media/wpbD28t.gif","upper arms","body weight","triceps","shoulders|chest|core"
"wPypxFY","cable side bend","https://static.exercisedb.dev/media/wPypxFY.gif","waist","cable","abs","obliques"
"wQ2c4XD","barbell romanian deadlift","https://static.exercisedb.dev/media/wQ2c4XD.gif","upper legs","barbell","glutes","hamstrings|lower back"
"wqNPGCg","cable rear delt row (with rope)","https://static.exercisedb.dev/media/wqNPGCg.gif","shoulders","cable","delts","trapezius|rhomboids|biceps"
"WrYPP2g","cable one arm straight back high row (kneeling)","https://static.exercisedb.dev/media/WrYPP2g.gif","back","cable","upper back","biceps|shoulders"
"wSScovH","band bent-over hip extension","https://static.exercisedb.dev/media/wSScovH.gif","upper legs","band","glutes","hamstrings|lower back"
"wt6rwjk","dumbbell palm rotational bent over row","https://static.exercisedb.dev/media/wt6rwjk.gif","back","dumbbell","upper back","biceps|forearms"
"wu5LXwz","olympic barbell triceps extension","https://static.exercisedb.dev/media/wu5LXwz.gif","upper arms","olympic barbell","triceps","shoulders"
"WU9BLIs","weighted russian twist (legs up)","https://static.exercisedb.dev/media/WU9BLIs.gif","waist","weighted","abs","obliques|hip flexors"
"WVD66ff","exercise ball back extension with rotation","https://static.exercisedb.dev/media/WVD66ff.gif","back","stability ball","spine","glutes|hamstrings"
"wVompEp","push up on bosu ball","https://static.exercisedb.dev/media/wVompEp.gif","chest","bosu ball","pectorals","triceps|shoulders|core"
"WW95auq","cable kneeling crunch","https://static.exercisedb.dev/media/WW95auq.gif","waist","cable","abs","obliques"
"WWD6FzI","sled 45 degrees one leg press","https://static.exercisedb.dev/media/WWD6FzI.gif","upper legs","sled machine","glutes","quadriceps|hamstrings|calves"
"wWFspEi","smith single leg split squat","https://static.exercisedb.dev/media/wWFspEi.gif","upper legs","smith machine","quads","glutes|hamstrings"
"wXvUZC8","push and pull bodyweight","https://static.exercisedb.dev/media/wXvUZC8.gif","chest","body weight","pectorals","triceps|deltoids"
"wyaqzOS","dumbbell lying one arm pronated triceps extension","https://static.exercisedb.dev/media/wyaqzOS.gif","upper arms","dumbbell","triceps","shoulders"
"x0lwvfq","dumbbell seated bent over alternate kickback","https://static.exercisedb.dev/media/x0lwvfq.gif","upper arms","dumbbell","triceps","shoulders|back"
"x2chWLO","neck side stretch","https://static.exercisedb.dev/media/x2chWLO.gif","neck","body weight","levator scapulae","trapezius|sternocleidomastoid"
"x306lCW","dumbbell upright shoulder external rotation","https://static.exercisedb.dev/media/x306lCW.gif","shoulders","dumbbell","delts","rotator cuff|trapezius"
"X3cqyXz","lever bent over row","https://static.exercisedb.dev/media/X3cqyXz.gif","back","barbell","upper back","biceps|forearms"
"X3TCNEU","suspended abdominal fallout","https://static.exercisedb.dev/media/X3TCNEU.gif","waist","body weight","abs","obliques|hip flexors"
"x69MAlq","cable straight arm pulldown","https://static.exercisedb.dev/media/x69MAlq.gif","back","cable","lats","shoulders|biceps"
